SCHOOL_YEAR,LEVEL_CODE,DIV_NUM,DIV_NAME,SCH_NUM,SCH_NAME,FEDERAL_RACE_CODE,GENDER,DISABILITY_FLAG,LEP_FLAG,DISADVANTAGED_FLAG,CTE_PROGRAM_NUM,CTE_PROGRAM_NAME,COMPLETER_CNT
2014-2015,DIV,2,Albemarle County ,,,5,M,,N,N,1501,Engineering and Technology,22
2014-2015,DIV,2,Albemarle County ,,,5,M,,N,,1501,Engineering and Technology,23
2014-2015,DIV,2,Albemarle County ,,,5,M,,,N,1501,Engineering and Technology,22
2014-2015,DIV,2,Albemarle County ,,,5,M,,,,1501,Engineering and Technology,23
2014-2015,DIV,2,Albemarle County ,,,5,,N,N,N,1501,Engineering and Technology,17
2014-2015,DIV,2,Albemarle County ,,,5,,N,N,,1501,Engineering and Technology,18
2014-2015,DIV,2,Albemarle County ,,,5,,N,,N,1501,Engineering and Technology,17
2014-2015,DIV,2,Albemarle County ,,,5,,N,,,1501,Engineering and Technology,18
2014-2015,DIV,2,Albemarle County ,,,5,,,N,N,1501,Engineering and Technology,23
2014-2015,DIV,2,Albemarle County ,,,5,,,N,,1501,Engineering and Technology,24
2014-2015,DIV,2,Albemarle County ,,,5,,,,N,1501,Engineering and Technology,23
2014-2015,DIV,2,Albemarle County ,,,5,,,,,1501,Engineering and Technology,24
2014-2015,DIV,2,Albemarle County ,,,,M,N,N,N,1501,Engineering and Technology,16
2014-2015,DIV,2,Albemarle County ,,,,M,N,N,,1501,Engineering and Technology,17
2014-2015,DIV,2,Albemarle County ,,,,M,N,,N,1501,Engineering and Technology,16
2014-2015,DIV,2,Albemarle County ,,,,M,N,,,1501,Engineering and Technology,17
2014-2015,DIV,2,Albemarle County ,,,,M,,N,N,1501,Engineering and Technology,23
2014-2015,DIV,2,Albemarle County ,,,,M,,N,,1501,Engineering and Technology,24
2014-2015,DIV,2,Albemarle County ,,,,M,,,N,1501,Engineering and Technology,23
2014-2015,DIV,2,Albemarle County ,,,,M,,,,1501,Engineering and Technology,24
2014-2015,DIV,2,Albemarle County ,,,,,N,N,N,1501,Engineering and Technology,17
2014-2015,DIV,2,Albemarle County ,,,,,N,N,,1501,Engineering and Technology,18
2014-2015,DIV,2,Albemarle County ,,,,,N,,N,1501,Engineering and Technology,17
2014-2015,DIV,2,Albemarle County ,,,,,N,,,1501,Engineering and Technology,18
2014-2015,DIV,2,Albemarle County ,,,,,,N,N,1501,Engineering and Technology,24
2014-2015,DIV,2,Albemarle County ,,,,,,N,,1501,Engineering and Technology,25
2014-2015,DIV,2,Albemarle County ,,,,,,,N,1501,Engineering and Technology,24
2014-2015,DIV,2,Albemarle County ,,,,,,,,1501,Engineering and Technology,25
2014-2015,DIV,2,Albemarle County ,,,3,M,N,N,,,,17
2014-2015,DIV,2,Albemarle County ,,,3,M,N,,,,,17
2014-2015,DIV,2,Albemarle County ,,,3,M,,N,,,,19
2014-2015,DIV,2,Albemarle County ,,,3,M,,,,,,19
2014-2015,DIV,2,Albemarle County ,,,3,,N,N,N,,,12
2014-2015,DIV,2,Albemarle County ,,,3,,N,N,Y,,,13
2014-2015,DIV,2,Albemarle County ,,,3,,N,N,,,,25
2014-2015,DIV,2,Albemarle County ,,,3,,N,,N,,,12
2014-2015,DIV,2,Albemarle County ,,,3,,N,,Y,,,13
2014-2015,DIV,2,Albemarle County ,,,3,,N,,,,,25
2014-2015,DIV,2,Albemarle County ,,,3,,,N,N,,,12
2014-2015,DIV,2,Albemarle County ,,,3,,,N,Y,,,16
2014-2015,DIV,2,Albemarle County ,,,3,,,N,,,,28
2014-2015,DIV,2,Albemarle County ,,,3,,,,N,,,12
2014-2015,DIV,2,Albemarle County ,,,3,,,,Y,,,16
2014-2015,DIV,2,Albemarle County ,,,3,,,,,,,28
2014-2015,DIV,2,Albemarle County ,,,4,M,N,,,,,12
2014-2015,DIV,2,Albemarle County ,,,4,M,,,Y,,,11
2014-2015,DIV,2,Albemarle County ,,,4,M,,,,,,13
2014-2015,DIV,2,Albemarle County ,,,4,,N,N,Y,,,11
2014-2015,DIV,2,Albemarle County ,,,4,,N,N,,,,15
2014-2015,DIV,2,Albemarle County ,,,4,,N,,Y,,,14
2014-2015,DIV,2,Albemarle County ,,,4,,N,,,,,18
2014-2015,DIV,2,Albemarle County ,,,4,,,N,Y,,,12
2014-2015,DIV,2,Albemarle County ,,,4,,,N,,,,17
2014-2015,DIV,2,Albemarle County ,,,4,,,,Y,,,15
2014-2015,DIV,2,Albemarle County ,,,4,,,,,,,20
2014-2015,DIV,2,Albemarle County ,,,5,F,N,N,N,,,31
2014-2015,DIV,2,Albemarle County ,,,5,F,N,N,,,,41
2014-2015,DIV,2,Albemarle County ,,,5,F,N,,N,,,31
2014-2015,DIV,2,Albemarle County ,,,5,F,N,,,,,41
2014-2015,DIV,2,Albemarle County ,,,5,F,,N,N,,,34
2014-2015,DIV,2,Albemarle County ,,,5,F,,N,Y,,,12
2014-2015,DIV,2,Albemarle County ,,,5,F,,N,,,,46
2014-2015,DIV,2,Albemarle County ,,,5,F,,,N,,,34
2014-2015,DIV,2,Albemarle County ,,,5,F,,,Y,,,12
2014-2015,DIV,2,Albemarle County ,,,5,F,,,,,,46
2014-2015,DIV,2,Albemarle County ,,,5,M,N,N,N,,,124
2014-2015,DIV,2,Albemarle County ,,,5,M,N,N,,,,133
2014-2015,DIV,2,Albemarle County ,,,5,M,N,,N,,,126
2014-2015,DIV,2,Albemarle County ,,,5,M,N,,,,,136
2014-2015,DIV,2,Albemarle County ,,,5,M,Y,N,N,,,19
2014-2015,DIV,2,Albemarle County ,,,5,M,Y,N,,,,23
2014-2015,DIV,2,Albemarle County ,,,5,M,Y,,N,,,19
2014-2015,DIV,2,Albemarle County ,,,5,M,Y,,,,,23
2014-2015,DIV,2,Albemarle County ,,,5,M,,N,N,,,143
2014-2015,DIV,2,Albemarle County ,,,5,M,,N,Y,,,13
2014-2015,DIV,2,Albemarle County ,,,5,M,,N,,,,156
2014-2015,DIV,2,Albemarle County ,,,5,M,,,N,,,145
2014-2015,DIV,2,Albemarle County ,,,5,M,,,Y,,,14
2014-2015,DIV,2,Albemarle County ,,,5,M,,,,,,159
2014-2015,DIV,2,Albemarle County ,,,5,,N,N,N,,,155
2014-2015,DIV,2,Albemarle County ,,,5,,N,N,Y,,,19
2014-2015,DIV,2,Albemarle County ,,,5,,N,N,,,,174
2014-2015,DIV,2,Albemarle County ,,,5,,N,,N,,,157
2014-2015,DIV,2,Albemarle County ,,,5,,N,,Y,,,20
2014-2015,DIV,2,Albemarle County ,,,5,,N,,,,,177
2014-2015,DIV,2,Albemarle County ,,,5,,Y,N,N,,,22
2014-2015,DIV,2,Albemarle County ,,,5,,Y,N,,,,28
2014-2015,DIV,2,Albemarle County ,,,5,,Y,,N,,,22
2014-2015,DIV,2,Albemarle County ,,,5,,Y,,,,,28
2014-2015,DIV,2,Albemarle County ,,,5,,,N,N,,,177
2014-2015,DIV,2,Albemarle County ,,,5,,,N,Y,,,25
2014-2015,DIV,2,Albemarle County ,,,5,,,N,,,,202
2014-2015,DIV,2,Albemarle County ,,,5,,,,N,,,179
2014-2015,DIV,2,Albemarle County ,,,5,,,,Y,,,26
2014-2015,DIV,2,Albemarle County ,,,5,,,,,,,205
2014-2015,DIV,2,Albemarle County ,,,99,M,N,N,,,,12
2014-2015,DIV,2,Albemarle County ,,,99,M,N,,,,,12
2014-2015,DIV,2,Albemarle County ,,,99,M,,N,N,,,11
2014-2015,DIV,2,Albemarle County ,,,99,M,,N,,,,15
2014-2015,DIV,2,Albemarle County ,,,99,M,,,N,,,11
2014-2015,DIV,2,Albemarle County ,,,99,M,,,,,,15
2014-2015,DIV,2,Albemarle County ,,,99,,N,N,,,,15
2014-2015,DIV,2,Albemarle County ,,,99,,N,,,,,15
2014-2015,DIV,2,Albemarle County ,,,99,,,N,N,,,12
2014-2015,DIV,2,Albemarle County ,,,99,,,N,,,,18
2014-2015,DIV,2,Albemarle County ,,,99,,,,N,,,12
2014-2015,DIV,2,Albemarle County ,,,99,,,,,,,18
2014-2015,DIV,2,Albemarle County ,,,,F,N,N,N,,,37
2014-2015,DIV,2,Albemarle County ,,,,F,N,N,Y,,,22
2014-2015,DIV,2,Albemarle County ,,,,F,N,N,,,,59
2014-2015,DIV,2,Albemarle County ,,,,F,N,,N,,,37
2014-2015,DIV,2,Albemarle County ,,,,F,N,,Y,,,22
2014-2015,DIV,2,Albemarle County ,,,,F,N,,,,,59
2014-2015,DIV,2,Albemarle County ,,,,F,,N,N,,,41
2014-2015,DIV,2,Albemarle County ,,,,F,,N,Y,,,25
2014-2015,DIV,2,Albemarle County ,,,,F,,N,,,,66
2014-2015,DIV,2,Albemarle County ,,,,F,,,N,,,41
2014-2015,DIV,2,Albemarle County ,,,,F,,,Y,,,25
2014-2015,DIV,2,Albemarle County ,,,,F,,,,,,66
2014-2015,DIV,2,Albemarle County ,,,,M,N,N,N,,,148
2014-2015,DIV,2,Albemarle County ,,,,M,N,N,Y,,,29
2014-2015,DIV,2,Albemarle County ,,,,M,N,N,,,,177
2014-2015,DIV,2,Albemarle County ,,,,M,N,,N,,,150
2014-2015,DIV,2,Albemarle County ,,,,M,N,,Y,,,33
2014-2015,DIV,2,Albemarle County ,,,,M,N,,,,,183
2014-2015,DIV,2,Albemarle County ,,,,M,Y,N,N,,,21
2014-2015,DIV,2,Albemarle County ,,,,M,Y,N,,,,29
2014-2015,DIV,2,Albemarle County ,,,,M,Y,,N,,,21
2014-2015,DIV,2,Albemarle County ,,,,M,Y,,,,,29
2014-2015,DIV,2,Albemarle County ,,,,M,,N,N,,,169
2014-2015,DIV,2,Albemarle County ,,,,M,,N,Y,,,37
2014-2015,DIV,2,Albemarle County ,,,,M,,N,,,,206
2014-2015,DIV,2,Albemarle County ,,,,M,,,N,,,171
2014-2015,DIV,2,Albemarle County ,,,,M,,,Y,,,41
2014-2015,DIV,2,Albemarle County ,,,,M,,,,,,212
2014-2015,DIV,2,Albemarle County ,,,,,N,N,N,,,185
2014-2015,DIV,2,Albemarle County ,,,,,N,N,Y,,,51
2014-2015,DIV,2,Albemarle County ,,,,,N,N,,,,236
2014-2015,DIV,2,Albemarle County ,,,,,N,,N,,,187
2014-2015,DIV,2,Albemarle County ,,,,,N,,Y,,,55
2014-2015,DIV,2,Albemarle County ,,,,,N,,,,,242
2014-2015,DIV,2,Albemarle County ,,,,,Y,N,N,,,25
2014-2015,DIV,2,Albemarle County ,,,,,Y,N,Y,,,11
2014-2015,DIV,2,Albemarle County ,,,,,Y,N,,,,36
2014-2015,DIV,2,Albemarle County ,,,,,Y,,N,,,25
2014-2015,DIV,2,Albemarle County ,,,,,Y,,Y,,,11
2014-2015,DIV,2,Albemarle County ,,,,,Y,,,,,36
2014-2015,DIV,2,Albemarle County ,,,,,,N,N,,,210
2014-2015,DIV,2,Albemarle County ,,,,,,N,Y,,,62
2014-2015,DIV,2,Albemarle County ,,,,,,N,,,,272
2014-2015,DIV,2,Albemarle County ,,,,,,,N,,,212
2014-2015,DIV,2,Albemarle County ,,,,,,,Y,,,66
2014-2015,DIV,2,Albemarle County ,,,,,,,,,,278
2014-2015,DIV,3,Alleghany County ,,,5,M,N,N,N,0201,Design/Pre-Construction,13
2014-2015,DIV,3,Alleghany County ,,,5,M,N,N,,0201,Design/Pre-Construction,13
2014-2015,DIV,3,Alleghany County ,,,5,M,N,,N,0201,Design/Pre-Construction,13
2014-2015,DIV,3,Alleghany County ,,,5,M,N,,,0201,Design/Pre-Construction,13
2014-2015,DIV,3,Alleghany County ,,,5,M,,N,N,0201,Design/Pre-Construction,13
2014-2015,DIV,3,Alleghany County ,,,5,M,,N,,0201,Design/Pre-Construction,13
2014-2015,DIV,3,Alleghany County ,,,5,M,,,N,0201,Design/Pre-Construction,13
2014-2015,DIV,3,Alleghany County ,,,5,M,,,,0201,Design/Pre-Construction,13
2014-2015,DIV,3,Alleghany County ,,,5,,N,N,N,0201,Design/Pre-Construction,14
2014-2015,DIV,3,Alleghany County ,,,5,,N,N,,0201,Design/Pre-Construction,14
2014-2015,DIV,3,Alleghany County ,,,5,,N,,N,0201,Design/Pre-Construction,14
2014-2015,DIV,3,Alleghany County ,,,5,,N,,,0201,Design/Pre-Construction,14
2014-2015,DIV,3,Alleghany County ,,,5,,,N,N,0201,Design/Pre-Construction,14
2014-2015,DIV,3,Alleghany County ,,,5,,,N,,0201,Design/Pre-Construction,14
2014-2015,DIV,3,Alleghany County ,,,5,,,,N,0201,Design/Pre-Construction,14
2014-2015,DIV,3,Alleghany County ,,,5,,,,,0201,Design/Pre-Construction,14
2014-2015,DIV,3,Alleghany County ,,,,M,N,N,N,0201,Design/Pre-Construction,14
2014-2015,DIV,3,Alleghany County ,,,,M,N,N,,0201,Design/Pre-Construction,14
2014-2015,DIV,3,Alleghany County ,,,,M,N,,N,0201,Design/Pre-Construction,14
2014-2015,DIV,3,Alleghany County ,,,,M,N,,,0201,Design/Pre-Construction,14
2014-2015,DIV,3,Alleghany County ,,,,M,,N,N,0201,Design/Pre-Construction,15
2014-2015,DIV,3,Alleghany County ,,,,M,,N,,0201,Design/Pre-Construction,15
2014-2015,DIV,3,Alleghany County ,,,,M,,,N,0201,Design/Pre-Construction,15
2014-2015,DIV,3,Alleghany County ,,,,M,,,,0201,Design/Pre-Construction,15
2014-2015,DIV,3,Alleghany County ,,,,,N,N,N,0201,Design/Pre-Construction,15
2014-2015,DIV,3,Alleghany County ,,,,,N,N,,0201,Design/Pre-Construction,15
2014-2015,DIV,3,Alleghany County ,,,,,N,,N,0201,Design/Pre-Construction,15
2014-2015,DIV,3,Alleghany County ,,,,,N,,,0201,Design/Pre-Construction,15
2014-2015,DIV,3,Alleghany County ,,,,,,N,N,0201,Design/Pre-Construction,16
2014-2015,DIV,3,Alleghany County ,,,,,,N,,0201,Design/Pre-Construction,16
2014-2015,DIV,3,Alleghany County ,,,,,,,N,0201,Design/Pre-Construction,16
2014-2015,DIV,3,Alleghany County ,,,,,,,,0201,Design/Pre-Construction,16
2014-2015,DIV,3,Alleghany County ,,,5,F,N,N,,0801,Therapeutic Services,15
2014-2015,DIV,3,Alleghany County ,,,5,F,N,,,0801,Therapeutic Services,15
2014-2015,DIV,3,Alleghany County ,,,5,F,,N,,0801,Therapeutic Services,16
2014-2015,DIV,3,Alleghany County ,,,5,F,,,,0801,Therapeutic Services,16
2014-2015,DIV,3,Alleghany County ,,,5,,N,N,,0801,Therapeutic Services,17
2014-2015,DIV,3,Alleghany County ,,,5,,N,,,0801,Therapeutic Services,17
2014-2015,DIV,3,Alleghany County ,,,5,,,N,,0801,Therapeutic Services,18
2014-2015,DIV,3,Alleghany County ,,,5,,,,,0801,Therapeutic Services,18
2014-2015,DIV,3,Alleghany County ,,,,F,N,N,,0801,Therapeutic Services,16
2014-2015,DIV,3,Alleghany County ,,,,F,N,,,0801,Therapeutic Services,16
2014-2015,DIV,3,Alleghany County ,,,,F,,N,,0801,Therapeutic Services,17
2014-2015,DIV,3,Alleghany County ,,,,F,,,,0801,Therapeutic Services,17
2014-2015,DIV,3,Alleghany County ,,,,,N,N,,0801,Therapeutic Services,18
2014-2015,DIV,3,Alleghany County ,,,,,N,,,0801,Therapeutic Services,18
2014-2015,DIV,3,Alleghany County ,,,,,,N,,0801,Therapeutic Services,19
2014-2015,DIV,3,Alleghany County ,,,,,,,,0801,Therapeutic Services,19
2014-2015,DIV,3,Alleghany County ,,,5,,N,N,,0901,Restaurants and Food/Beverage Services,16
2014-2015,DIV,3,Alleghany County ,,,5,,N,,,0901,Restaurants and Food/Beverage Services,16
2014-2015,DIV,3,Alleghany County ,,,5,,,N,,0901,Restaurants and Food/Beverage Services,16
2014-2015,DIV,3,Alleghany County ,,,5,,,,,0901,Restaurants and Food/Beverage Services,16
2014-2015,DIV,3,Alleghany County ,,,,M,N,N,,0901,Restaurants and Food/Beverage Services,11
2014-2015,DIV,3,Alleghany County ,,,,M,N,,,0901,Restaurants and Food/Beverage Services,11
2014-2015,DIV,3,Alleghany County ,,,,M,,N,,0901,Restaurants and Food/Beverage Services,11
2014-2015,DIV,3,Alleghany County ,,,,M,,,,0901,Restaurants and Food/Beverage Services,11
2014-2015,DIV,3,Alleghany County ,,,,,N,N,N,0901,Restaurants and Food/Beverage Services,11
2014-2015,DIV,3,Alleghany County ,,,,,N,N,,0901,Restaurants and Food/Beverage Services,18
2014-2015,DIV,3,Alleghany County ,,,,,N,,N,0901,Restaurants and Food/Beverage Services,11
2014-2015,DIV,3,Alleghany County ,,,,,N,,,0901,Restaurants and Food/Beverage Services,18
2014-2015,DIV,3,Alleghany County ,,,,,,N,N,0901,Restaurants and Food/Beverage Services,11
2014-2015,DIV,3,Alleghany County ,,,,,,N,,0901,Restaurants and Food/Beverage Services,18
2014-2015,DIV,3,Alleghany County ,,,,,,,N,0901,Restaurants and Food/Beverage Services,11
2014-2015,DIV,3,Alleghany County ,,,,,,,,0901,Restaurants and Food/Beverage Services,18
2014-2015,DIV,3,Alleghany County ,,,5,F,N,N,,1001,Early Childhood Development and Services,18
2014-2015,DIV,3,Alleghany County ,,,5,F,N,,,1001,Early Childhood Development and Services,18
2014-2015,DIV,3,Alleghany County ,,,5,F,,N,,1001,Early Childhood Development and Services,19
2014-2015,DIV,3,Alleghany County ,,,5,F,,,,1001,Early Childhood Development and Services,19
2014-2015,DIV,3,Alleghany County ,,,5,,N,N,N,1001,Early Childhood Development and Services,11
2014-2015,DIV,3,Alleghany County ,,,5,,N,N,,1001,Early Childhood Development and Services,19
2014-2015,DIV,3,Alleghany County ,,,5,,N,,N,1001,Early Childhood Development and Services,11
2014-2015,DIV,3,Alleghany County ,,,5,,N,,,1001,Early Childhood Development and Services,19
2014-2015,DIV,3,Alleghany County ,,,5,,,N,N,1001,Early Childhood Development and Services,11
2014-2015,DIV,3,Alleghany County ,,,5,,,N,,1001,Early Childhood Development and Services,20
2014-2015,DIV,3,Alleghany County ,,,5,,,,N,1001,Early Childhood Development and Services,11
2014-2015,DIV,3,Alleghany County ,,,5,,,,,1001,Early Childhood Development and Services,20
2014-2015,DIV,3,Alleghany County ,,,,F,N,N,,1001,Early Childhood Development and Services,19
2014-2015,DIV,3,Alleghany County ,,,,F,N,,,1001,Early Childhood Development and Services,19
2014-2015,DIV,3,Alleghany County ,,,,F,,N,,1001,Early Childhood Development and Services,20
2014-2015,DIV,3,Alleghany County ,,,,F,,,,1001,Early Childhood Development and Services,20
2014-2015,DIV,3,Alleghany County ,,,,,N,N,N,1001,Early Childhood Development and Services,11
2014-2015,DIV,3,Alleghany County ,,,,,N,N,,1001,Early Childhood Development and Services,20
2014-2015,DIV,3,Alleghany County ,,,,,N,,N,1001,Early Childhood Development and Services,11
2014-2015,DIV,3,Alleghany County ,,,,,N,,,1001,Early Childhood Development and Services,20
2014-2015,DIV,3,Alleghany County ,,,,,,N,N,1001,Early Childhood Development and Services,11
2014-2015,DIV,3,Alleghany County ,,,,,,N,,1001,Early Childhood Development and Services,21
2014-2015,DIV,3,Alleghany County ,,,,,,,N,1001,Early Childhood Development and Services,11
2014-2015,DIV,3,Alleghany County ,,,,,,,,1001,Early Childhood Development and Services,21
2014-2015,DIV,3,Alleghany County ,,,5,F,N,N,N,,,33
2014-2015,DIV,3,Alleghany County ,,,5,F,N,N,Y,,,19
2014-2015,DIV,3,Alleghany County ,,,5,F,N,N,,,,52
2014-2015,DIV,3,Alleghany County ,,,5,F,N,,N,,,33
2014-2015,DIV,3,Alleghany County ,,,5,F,N,,Y,,,19
2014-2015,DIV,3,Alleghany County ,,,5,F,N,,,,,52
2014-2015,DIV,3,Alleghany County ,,,5,F,,N,N,,,34
2014-2015,DIV,3,Alleghany County ,,,5,F,,N,Y,,,21
2014-2015,DIV,3,Alleghany County ,,,5,F,,N,,,,55
2014-2015,DIV,3,Alleghany County ,,,5,F,,,N,,,34
2014-2015,DIV,3,Alleghany County ,,,5,F,,,Y,,,21
2014-2015,DIV,3,Alleghany County ,,,5,F,,,,,,55
2014-2015,DIV,3,Alleghany County ,,,5,M,N,N,N,,,53
2014-2015,DIV,3,Alleghany County ,,,5,M,N,N,Y,,,16
2014-2015,DIV,3,Alleghany County ,,,5,M,N,N,,,,69
2014-2015,DIV,3,Alleghany County ,,,5,M,N,,N,,,53
2014-2015,DIV,3,Alleghany County ,,,5,M,N,,Y,,,16
2014-2015,DIV,3,Alleghany County ,,,5,M,N,,,,,69
2014-2015,DIV,3,Alleghany County ,,,5,M,,N,N,,,54
2014-2015,DIV,3,Alleghany County ,,,5,M,,N,Y,,,19
2014-2015,DIV,3,Alleghany County ,,,5,M,,N,,,,73
2014-2015,DIV,3,Alleghany County ,,,5,M,,,N,,,54
2014-2015,DIV,3,Alleghany County ,,,5,M,,,Y,,,19
2014-2015,DIV,3,Alleghany County ,,,5,M,,,,,,73
2014-2015,DIV,3,Alleghany County ,,,5,,N,N,N,,,86
2014-2015,DIV,3,Alleghany County ,,,5,,N,N,Y,,,35
2014-2015,DIV,3,Alleghany County ,,,5,,N,N,,,,121
2014-2015,DIV,3,Alleghany County ,,,5,,N,,N,,,86
2014-2015,DIV,3,Alleghany County ,,,5,,N,,Y,,,35
2014-2015,DIV,3,Alleghany County ,,,5,,N,,,,,121
2014-2015,DIV,3,Alleghany County ,,,5,,,N,N,,,88
2014-2015,DIV,3,Alleghany County ,,,5,,,N,Y,,,40
2014-2015,DIV,3,Alleghany County ,,,5,,,N,,,,128
2014-2015,DIV,3,Alleghany County ,,,5,,,,N,,,88
2014-2015,DIV,3,Alleghany County ,,,5,,,,Y,,,40
2014-2015,DIV,3,Alleghany County ,,,5,,,,,,,128
2014-2015,DIV,3,Alleghany County ,,,,F,N,N,N,,,33
2014-2015,DIV,3,Alleghany County ,,,,F,N,N,Y,,,24
2014-2015,DIV,3,Alleghany County ,,,,F,N,N,,,,57
2014-2015,DIV,3,Alleghany County ,,,,F,N,,N,,,33
2014-2015,DIV,3,Alleghany County ,,,,F,N,,Y,,,24
2014-2015,DIV,3,Alleghany County ,,,,F,N,,,,,57
2014-2015,DIV,3,Alleghany County ,,,,F,,N,N,,,34
2014-2015,DIV,3,Alleghany County ,,,,F,,N,Y,,,26
2014-2015,DIV,3,Alleghany County ,,,,F,,N,,,,60
2014-2015,DIV,3,Alleghany County ,,,,F,,,N,,,34
2014-2015,DIV,3,Alleghany County ,,,,F,,,Y,,,26
2014-2015,DIV,3,Alleghany County ,,,,F,,,,,,60
2014-2015,DIV,3,Alleghany County ,,,,M,N,N,N,,,55
2014-2015,DIV,3,Alleghany County ,,,,M,N,N,Y,,,16
2014-2015,DIV,3,Alleghany County ,,,,M,N,N,,,,71
2014-2015,DIV,3,Alleghany County ,,,,M,N,,N,,,55
2014-2015,DIV,3,Alleghany County ,,,,M,N,,Y,,,16
2014-2015,DIV,3,Alleghany County ,,,,M,N,,,,,71
2014-2015,DIV,3,Alleghany County ,,,,M,,N,N,,,57
2014-2015,DIV,3,Alleghany County ,,,,M,,N,Y,,,19
2014-2015,DIV,3,Alleghany County ,,,,M,,N,,,,76
2014-2015,DIV,3,Alleghany County ,,,,M,,,N,,,57
2014-2015,DIV,3,Alleghany County ,,,,M,,,Y,,,19
2014-2015,DIV,3,Alleghany County ,,,,M,,,,,,76
2014-2015,DIV,3,Alleghany County ,,,,,N,N,N,,,88
2014-2015,DIV,3,Alleghany County ,,,,,N,N,Y,,,40
2014-2015,DIV,3,Alleghany County ,,,,,N,N,,,,128
2014-2015,DIV,3,Alleghany County ,,,,,N,,N,,,88
2014-2015,DIV,3,Alleghany County ,,,,,N,,Y,,,40
2014-2015,DIV,3,Alleghany County ,,,,,N,,,,,128
2014-2015,DIV,3,Alleghany County ,,,,,,N,N,,,91
2014-2015,DIV,3,Alleghany County ,,,,,,N,Y,,,45
2014-2015,DIV,3,Alleghany County ,,,,,,N,,,,136
2014-2015,DIV,3,Alleghany County ,,,,,,,N,,,91
2014-2015,DIV,3,Alleghany County ,,,,,,,Y,,,45
2014-2015,DIV,3,Alleghany County ,,,,,,,,,,136
2014-2015,DIV,4,Amelia County ,,,3,,N,N,,1401,Marketing Management,12
2014-2015,DIV,4,Amelia County ,,,3,,N,,,1401,Marketing Management,12
2014-2015,DIV,4,Amelia County ,,,3,,,N,,1401,Marketing Management,14
2014-2015,DIV,4,Amelia County ,,,3,,,,,1401,Marketing Management,14
2014-2015,DIV,4,Amelia County ,,,,M,N,N,,1401,Marketing Management,14
2014-2015,DIV,4,Amelia County ,,,,M,N,,,1401,Marketing Management,14
2014-2015,DIV,4,Amelia County ,,,,M,,N,,1401,Marketing Management,14
2014-2015,DIV,4,Amelia County ,,,,M,,,,1401,Marketing Management,14
2014-2015,DIV,4,Amelia County ,,,,,N,N,N,1401,Marketing Management,14
2014-2015,DIV,4,Amelia County ,,,,,N,N,,1401,Marketing Management,21
2014-2015,DIV,4,Amelia County ,,,,,N,,N,1401,Marketing Management,14
2014-2015,DIV,4,Amelia County ,,,,,N,,,1401,Marketing Management,21
2014-2015,DIV,4,Amelia County ,,,,,,N,N,1401,Marketing Management,15
2014-2015,DIV,4,Amelia County ,,,,,,N,,1401,Marketing Management,23
2014-2015,DIV,4,Amelia County ,,,,,,,N,1401,Marketing Management,15
2014-2015,DIV,4,Amelia County ,,,,,,,,1401,Marketing Management,23
2014-2015,DIV,4,Amelia County ,,,3,M,,N,,,,13
2014-2015,DIV,4,Amelia County ,,,3,M,,,,,,13
2014-2015,DIV,4,Amelia County ,,,3,,N,N,,,,14
2014-2015,DIV,4,Amelia County ,,,3,,N,,,,,14
2014-2015,DIV,4,Amelia County ,,,3,,,N,N,,,12
2014-2015,DIV,4,Amelia County ,,,3,,,N,,,,21
2014-2015,DIV,4,Amelia County ,,,3,,,,N,,,12
2014-2015,DIV,4,Amelia County ,,,3,,,,,,,21
2014-2015,DIV,4,Amelia County ,,,5,F,N,N,N,,,13
2014-2015,DIV,4,Amelia County ,,,5,F,N,N,,,,18
2014-2015,DIV,4,Amelia County ,,,5,F,N,,N,,,13
2014-2015,DIV,4,Amelia County ,,,5,F,N,,,,,18
